episode_id,participant_id,n_errors,episode_correct,product,min,mean,logsum,isotonic_episode
bigP3BCI-data/StudyB/B_04/SE004/Test/CB/B_04_SE004_CB_Test07.edf#0000,StudyB:B_04,1,0,0.37311137534680944,0.5185185185185186,0.73835674755215,-0.9858783104853841,0.5520833333333334
bigP3BCI-data/StudyB/B_04/SE004/Test/CB/B_04_SE004_CB_Test08.edf#0000,StudyB:B_04,0,1,0.6611105030980604,0.8482758620689655,0.8713002873563219,-0.41383427746271007,0.7875
bigP3BCI-data/StudyB/B_04/SE004/Test/CB/B_04_SE004_CB_Test09.edf#0000,StudyB:B_04,0,1,0.35958026935470544,0.631578947368421,0.7135788188419768,-1.0228178462028255,0.5520833333333334
bigP3BCI-data/StudyB/B_04/SE005/Test/CB/B_04_SE005_CB_Test08.edf#0000,StudyB:B_04,1,0,0.25322475716176507,0.5185185185185186,0.63977152428596,-1.3734778163918069,0.3333333333333333
bigP3BCI-data/StudyB/B_04/SE005/Test/CB/B_04_SE005_CB_Test09.edf#0000,StudyB:B_04,1,0,0.1473684210526316,0.45,0.5333658219623132,-1.914819561985282,0.14084507042253522
bigP3BCI-data/StudyB/B_04/SE005/Test/CB/B_04_SE005_CB_Test10.edf#0000,StudyB:B_04,0,1,0.14683971721008762,0.5185185185185186,0.5277302943969611,-1.9184136461924077,0.14084507042253522
bigP3BCI-data/StudyB/B_04/SE005/Test/CB/B_04_SE005_CB_Test11.edf#0000,StudyB:B_04,0,1,0.13940964283899818,0.5185185185185186,0.5185185185185186,-1.9703386091672108,0.14084507042253522
bigP3BCI-data/StudyB/B_04/SE006/Test/CB/B_04_SE006_CB_Test06.edf#0000,StudyB:B_04,3,0,0.14683971721008762,0.5185185185185186,0.5277302943969611,-1.9184136461924077,0.14084507042253522
bigP3BCI-data/StudyB/B_04/SE006/Test/CB/B_04_SE006_CB_Test07.edf#0000,StudyB:B_04,3,0,0.222893556147994,0.5461538461538461,0.6131868131868131,-1.5010609481692776,0.3333333333333333
bigP3BCI-data/StudyB/B_04/SE006/Test/CB/B_04_SE006_CB_Test08.edf#0000,StudyB:B_04,2,0,0.239462849519662,0.5461538461538461,0.6235277430632757,-1.42935699099116,0.3333333333333333
bigP3BCI-data/StudyB/B_04/SE006/Test/CB/B_04_SE006_CB_Test09.edf#0000,StudyB:B_04,2,0,0.1606208358570563,0.45,0.5498990510801535,-1.8287087482940323,0.14084507042253522
bigP3BCI-data/StudyB/B_05/SE001/Test/CB/B_05_SE001_CB_Test06.edf#0000,StudyB:B_05,2,0,0.1860050229927869,0.521885521885522,0.5755659576797788,-1.6819816002960097,0.24358974358974358
bigP3BCI-data/StudyB/B_06/SE001/Test/CB/B_06_SE001_CB_Test07.edf#0000,StudyB:B_06,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.8652037617554859
bigP3BCI-data/StudyB/B_06/SE001/Test/CB/B_06_SE001_CB_Test08.edf#0000,StudyB:B_06,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.8652037617554859
bigP3BCI-data/StudyB/B_06/SE001/Test/CB/B_06_SE001_CB_Test09.edf#0000,StudyB:B_06,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.8652037617554859
bigP3BCI-data/StudyB/B_06/SE002/Test/CB/B_06_SE002_CB_Test06.edf#0000,StudyB:B_06,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.8652037617554859
bigP3BCI-data/StudyB/B_06/SE002/Test/CB/B_06_SE002_CB_Test07.edf#0000,StudyB:B_06,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.8652037617554859
bigP3BCI-data/StudyB/B_06/SE002/Test/CB/B_06_SE002_CB_Test08.edf#0000,StudyB:B_06,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.8652037617554859
bigP3BCI-data/StudyB/B_06/SE002/Test/CB/B_06_SE002_CB_Test09.edf#0000,StudyB:B_06,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.8652037617554859
bigP3BCI-data/StudyB/B_06/SE003/Test/CB/B_06_SE003_CB_Test06.edf#0000,StudyB:B_06,0,1,0.8118591758803292,0.9262295081967213,0.932894335622704,-0.2084283825797648,0.8652037617554859
bigP3BCI-data/StudyB/B_06/SE003/Test/CB/B_06_SE003_CB_Test07.edf#0000,StudyB:B_06,0,1,0.7050747029814018,0.8130841121495327,0.8918467898939831,-0.3494515201076629,0.7894736842105263
bigP3BCI-data/StudyB/B_06/SE003/Test/CB/B_06_SE003_CB_Test08.edf#0000,StudyB:B_06,0,1,0.7388848364855242,0.875,0.9043958445498069,-0.30261320713917783,0.813953488372093
bigP3BCI-data/StudyB/B_06/SE003/Test/CB/B_06_SE003_CB_Test09.edf#0000,StudyB:B_06,0,1,0.8118591758803291,0.9262295081967213,0.932894335622704,-0.2084283825797648,0.8652037617554859
bigP3BCI-data/StudyB/B_07/SE001/Test/CB/B_07_SE001_CB_Test06.edf#0000,StudyB:B_07,0,1,0.8448486167335191,0.9453507340946167,0.9453507340946167,-0.1685978194692149,0.8980263157894737
bigP3BCI-data/StudyB/B_07/SE001/Test/CB/B_07_SE001_CB_Test07.edf#0000,StudyB:B_07,0,1,0.8448486167335191,0.9453507340946167,0.9453507340946167,-0.1685978194692149,0.8980263157894737
bigP3BCI-data/StudyB/B_07/SE001/Test/CB/B_07_SE001_CB_Test08.edf#0000,StudyB:B_07,0,1,0.8123370649138407,0.9224806201550387,0.9331127345215746,-0.2078399203788322,0.8980263157894737
bigP3BCI-data/StudyB/B_07/SE001/Test/CB/B_07_SE001_CB_Test09.edf#0000,StudyB:B_07,0,1,0.8448486167335191,0.9453507340946167,0.9453507340946167,-0.1685978194692149,0.8980263157894737
bigP3BCI-data/StudyB/B_07/SE001/Test/CB/B_07_SE001_CB_Test10.edf#0000,StudyB:B_07,0,1,0.7039100256665756,0.8629032258064516,0.8903857285691733,-0.3511047354426663,0.8390804597701149
bigP3BCI-data/StudyB/B_08/SE001/Test/CB/B_08_SE001_CB_Test06.edf#0000,StudyB:B_08,0,1,0.4089974303713527,0.5461538461538461,0.7590807360742705,-0.8940464056697006,0.49038461538461536
bigP3BCI-data/StudyB/B_08/SE001/Test/CB/B_08_SE001_CB_Test07.edf#0000,StudyB:B_08,0,1,0.46128287684323493,0.6708860759493671,0.7784099540814576,-0.7737438084586248,0.49038461538461536
bigP3BCI-data/StudyB/B_08/SE001/Test/CB/B_08_SE001_CB_Test08.edf#0000,StudyB:B_08,0,1,0.5238648304850395,0.7619047619047619,0.8087495160665892,-0.6465215850273669,0.49038461538461536
bigP3BCI-data/StudyB/B_08/SE001/Test/CB/B_08_SE001_CB_Test09.edf#0000,StudyB:B_08,0,1,0.4894180185989682,0.6535433070866141,0.7948772230518598,-0.7145383109174268,0.49038461538461536
bigP3BCI-data/StudyB/B_10/SE001/Test/CB/B_10_SE001_CB_Test06.edf#0000,StudyB:B_10,0,1,0.7426248736278999,0.8397435897435898,0.9068460972434482,-0.2975642424757126,0.8771929824561403
bigP3BCI-data/StudyB/B_10/SE001/Test/CB/B_10_SE001_CB_Test07.edf#0000,StudyB:B_10,0,1,0.6631393384449931,0.8397435897435898,0.873294843493519,-0.4107701473104346,0.8771929824561403
bigP3BCI-data/StudyB/B_10/SE001/Test/CB/B_10_SE001_CB_Test08.edf#0000,StudyB:B_10,1,0,0.47133289905055376,0.5528455284552846,0.7999454286806896,-0.7521906425861891,0.5434782608695652
bigP3BCI-data/StudyB/B_10/SE001/Test/CB/B_10_SE001_CB_Test09.edf#0000,StudyB:B_10,0,1,0.5571621533014229,0.6732673267326733,0.8312215592420169,-0.5848989623887011,0.75
bigP3BCI-data/StudyB/B_10/SE002/Test/CB/B_10_SE002_CB_Test06.edf#0000,StudyB:B_10,0,1,0.7426248736278999,0.8397435897435898,0.9068460972434482,-0.2975642424757126,0.8771929824561403
bigP3BCI-data/StudyB/B_10/SE002/Test/CB/B_10_SE002_CB_Test07.edf#0000,StudyB:B_10,0,1,0.7029864523764837,0.8245614035087719,0.890517387031852,-0.35241765851436985,0.8771929824561403
bigP3BCI-data/StudyB/B_10/SE002/Test/CB/B_10_SE002_CB_Test08.edf#0000,StudyB:B_10,0,1,0.7029864523764838,0.8245614035087719,0.890517387031852,-0.35241765851436985,0.8771929824561403
